category,text
SCIENCE,"The nebula is a ""raucous star nursery full of birth and destruction,"" NASA says."
SCIENCE,The telescope is designed to detect worlds beyond our solar system that might be capable of harboring life.
SCIENCE,International Space Station scientists will determine how well the sperm perform in zero gravity.
SCIENCE,Meet the most mysterious letter in the English language.
SCIENCE,"The Tiangong-1 mostly burnt up as it re-entered the Earth's atmosphere, but some pieces likely crashed into the Pacific ocean."
SCIENCE,The discovery suggests the ice-age humans may have used boats to travel among islands.
SCIENCE,"“I will probably spend the rest of my career working on this site,"" said paleontologist Robert Gay."
SCIENCE,Interment inside Westminster Abbey is a rarely bestowed honor.
SCIENCE,Neanderthals weren't the only ones modern humans liked to sleep with.
SCIENCE,"Only 93 percent of Scott Kelly's gene expression has ""returned to normal"" since his prolonged stint on the International Space Station, according to a new study."
SCIENCE,"As average temperatures rise across the planet, the frozen Arctic is heating up faster than anywhere else. With that warmth"
SCIENCE,He influenced and inspired millions around the world.
SCIENCE,"Whether it’s scrolling through Instagram or constantly refreshing your Facebook feed, social media can eat up hours of your"
SCIENCE,"""We have this one life to appreciate the grand design of the universe,"" Hawking once remarked, ""and for that, I am extremely grateful."""
SCIENCE,These curious birds were caught on camera in Antarctica.
SCIENCE,The EU has had a moratorium on the use of neonicotinoids since 2014 after lab research pointed to potential risks for bees.
SCIENCE,"A huge, trillion-ton iceberg about the size of Delaware broke free from Antarctica’s Larsen C Ice Shelf in July 2017. As"
SCIENCE,The famed astrophysicist looks at the evidence.
SCIENCE,Who was he and why was he screaming?
SCIENCE,"DNA analysis of Britain's oldest complete skeleton reveals the first modern Britons had ""dark to black skin"" and dark hair."
SCIENCE,SpaceX's successful maiden flight of its Falcon Heavy rocket puts humans one step closer to Mars.
SCIENCE,"The loss of the famed cougar is one more reason for a California wildlife corridor to protect the big cats, animal advocates say."
SCIENCE,We're certainly not making it easier for them.
SCIENCE,"NASA is calling it a ""lunar trifecta."""
SCIENCE,Constant repetitions are worming their way into the circuitry of our  brains.
SCIENCE,Bits of paper recovered from wreckage off the North Carolina coast reveal heart-pounding prose.
SCIENCE,"It's either a complete loss, or a frighteningly evasive spacecraft."
SCIENCE,"“We are rewriting our ideas of how giant planets work."""
SCIENCE,"Meteorology professor John Gyakum has stopped using the phrase he helped coin in 1980. Still, he has high hopes for its newfound popularity."
SCIENCE,A breathtaking way to begin the year.
SCIENCE,"2018's biggest supermoon will be followed at the end of January by a ""super blue blood moon."""
SCIENCE,Keith Carson has a simple challenge for those who think the Earth is flat.
SCIENCE,"Rain associated with the lethal storm was at least 15 percent stronger, thanks to our warming world."
SCIENCE,"By Ed Yong On Wednesday, a team of scientists unveiled a newly discovered dinosaur that had the body and sickle-clawed feet"
SCIENCE,Is the elongated asteroid 'Oumuamua actually some kind of probe?
SCIENCE,Just don't tell the kids.
SCIENCE,Here's a view of the moon you'll never see.
SCIENCE,The number of severe quakes could triple next year.
SCIENCE,"A gift from her father when she was 8 years old sent Jean Bennett onto a career path in science and medicine, one that will"
SCIENCE,"""Wake up world. We are killing our planet."""
SCIENCE,"With the goal of harnessing the untapped potential of Iranian-Americans, and to build the capacity of the Iranian diaspora"
SCIENCE,"The prize was awarded to Jacques Dubochet, Joachim Frank and Richard Henderson"
SCIENCE,"""October 1941: Conceived by optimistic parents,"" is one highlight of Jacques Dubochet's professional record."
SCIENCE,"Rainer Weiss, Barry C. Barish and Kip S. Thorne will share the prize."
SCIENCE,Which events are memorialized and which disappear from history?
SCIENCE,The scientists used fruit flies to unlock secrets of human biorhythms.
SCIENCE,"In my work and my world, I am dealing routinely with whiplash-inducing headlines about health, and nutrition in particular"
SCIENCE,Another climber was injured on the near-vertical slope.
SCIENCE,The 57-year-old trailblazer returned from her third mission to the International Space Station on Saturday.
SCIENCE,"By Ed Yong For decades, agencies around the United States have been collecting data on mosquitoes. Biologists set traps, dissect"
SCIENCE,"If you want to know if they have a concept of self, it makes little sense to confront them with a mirror."
SCIENCE,One of my daughters made the trip to North Carolina to see the eclipse in the “totality” zone. I’m a little jealous- but
SCIENCE,"The vanishing sunlight during past solar eclipses has thrown off animals' circadian rhythms, research shows."
SCIENCE,No fancy glasses required
SCIENCE,"A scientist calls it “the most spectacular thing that anybody has ever seen."""
SCIENCE,Elon Musk and others have signed an open letter warning about autonomous weapons.
SCIENCE,"The croc was ""one of the biggest coastal predators of its time."""
SCIENCE,These little piggies could soon save millions of lives.
SCIENCE,"Don't get caught in the dark unless you mean to."
SCIENCE,Plus other deadly tidbits.
SCIENCE,The Curiosity rover has given NASA plenty to celebrate.
SCIENCE,Protect your retina from painful burns.
SCIENCE,"In the case of Bodegas Torres’ ancestral-wine project, that means producing varieties that both taste great and can thrive in hotter temperatures."
SCIENCE,"When Hidden Figures premiered in theaters this past December, it drew attention to a less discussed issue: The discrimination"
SCIENCE,By Daniel Wesley Big data: It’s the topic on everyone’s lips. Even high schoolers are clamoring to get into the data science
SCIENCE,"""If we fail to limit warming, we’re committing a great many people to a future of flooding and inundation."""
SCIENCE,The students say they are happy to act as human guinea-pigs if it means getting closer to their dream of becoming astronauts.
SCIENCE,"Co-authored by Megan Watzke On August 21st, a total solar eclipse will be visible from Oregon to South Carolina. This event"
SCIENCE,Experts say the chunk of ice will be larger than the island of Bali.
POLITICS,President issues vow as tensions with China rise.
POLITICS,An annual celebration took on a different feel as Russia's invasion dragged into Day 206.
POLITICS,"U.S. President Joe Biden, in London for the funeral of Queen Elizabeth II, says his heart went out to the royal family, adding the queen’s death left a “giant hole.”."
POLITICS,Republican outrage over the shoddy U.S. withdrawal from Afghanistan hasn’t spurred support for resettling refugees.
POLITICS,"The former White House chief of staff has turned over records as part of a federal investigation into the Jan. 6, 2021 assault on the Capitol."
POLITICS,The state's general treasurer is slated to face former Cranston Mayor Allan Fung (R) in the general election.
POLITICS,"""Cancer does not discriminate red and blue,"" the president said Monday. ""Beating cancer is something we can do together."""
POLITICS,"""Who we have on the field is who we’re gonna play,” Scott told ""Fox News Sunday."""
POLITICS,Democrats in the state’s more moderate House district are deciding who will take on a popular Republican former mayor.
POLITICS,Biden plans to draw attention to a new federally backed study that seeks to validate using blood tests to screen against multiple cancers.
POLITICS,"President Joe Biden has marked the 21st anniversary of the Sept. 11 attacks, taking part in a somber wreath-laying ceremony held at the Pentagon under a steady rain."
POLITICS,The Justice Department proposed two retired judges for the role. Trump’s team proposed a retired judge and a lawyer.
POLITICS,"Clark County Public Administrator Robert Telles was arrested in the fatal stabbing of Jeff German, who had been investigating his office."
POLITICS,"Opponents of the measure claimed typos made the qualifying petitions incomprehensible, but the state's highest court rejected that argument."
POLITICS,"The lawsuit says allowing homeless people’s tents to block city sidewalks makes it difficult for people using wheelchairs, walkers or canes to use them."
POLITICS,"States are cutting back, and Congress is unlikely to step in even after the pandemic exposed the unemployment system's shortcomings."
POLITICS,"Jocelyn Benson said misinformation ""fuels the potential for additional threats, harassment and even violence on Election Day."""
POLITICS,"When Elsa Avila looks at the scar that runs down her torso, she can't help remember May 24, when a gunman stormed her fourth grade wing at Robb Elementary in Uvalde, Texas, killing 19 children and two teachers and leaving her and others wounded."
POLITICS,Tim Michels calls on supporters to go after media following Milwaukee Journal Sentinel story reporting multimillionaire's donations to anti-abortion groups.
POLITICS,Cipollone's former deputy Patrick Philbin is also reportedly scheduled to provide testimony to the grand jury on Friday.
POLITICS,The 36-page filing described how Trump and his representatives did not hand over classified materials at the property.
POLITICS,The Soviet Union's last leader reportedly earned nearly $1 million even though he refused to eat the pizza on camera.
POLITICS,"The GOP is continuing to contort itself in defense of Donald Trump, despite new information relating to classified documents held at his Florida estate."
POLITICS,"""These are the biggest secrets in the world,"" Steve Doocy said in response to the ex-president keeping top secret documents at his private residence."
POLITICS,It's one thing after another for Donald Trump's problem-plagued Truth Social.
POLITICS,"Ornato, who at one point served as a White House political adviser, is said to have witnessed Trump lunge at a Secret Service agent during the Capitol attack."
POLITICS,House members are only supposed to use proxy voting when they cannot be present due to COVID-19. But that's not stopping representatives from voting remotely on the campaign trail.
POLITICS,"“Most Republicans, including me, believe when it comes to Trump, there is no law,"" Graham said on Fox News. ""It's all about getting him."""
POLITICS,"In a message posted on Truth Social, Patel called it a “vicious attack from DOJ/FBI."""
POLITICS,The startling case underscores the security challenges of Donald Trump’s resort even as the former president stashed top-secret U.S. government files there.
POLITICS,"""Hang in there, Mr. President,"" goofs one die-hard fan."
POLITICS,The former president's legal team followed a judge's order to polish a filing about the FBI seizure of government documents from his estate.
POLITICS,The heavily redacted document lays out the justification the Department of Justice provided to a judge for permission to search for and seize highly classified documents in an FBI raid of Trump's Florida home.
POLITICS,"A major vendor claims it was stiffed by Trump's social media operation, suggesting finances are in ""significant disarray,"" reported Fox Business."
POLITICS,"The ban was set to take effect Friday, about two months after the Supreme Court overturned Roe v. Wade."
POLITICS,The judge is presiding over a special grand jury that’s investigating possible illegal attempts to influence the 2020 election in Georgia.
POLITICS,"But the congressional race has not been officially called, and rival Yuh-Line Niou declined to concede."
POLITICS,The five-term House member is known as a staunch President Biden critic and loyal Donald Trump supporter.
POLITICS,Crist is making his second run for governor as a Democrat after having served one term in the job as a Republican more than a decade ago.
POLITICS,The Internal Revenue Service says it is conducting a comprehensive review of safety at its facilities.
POLITICS,"If Biden's plan survives legal challenges that are almost certain to come, it could offer a windfall to a swath of the nation in the run-up to this fall's midterm elections."
POLITICS,"""I haven’t been hanged yet,"" the Arizona GOP leader told The Guardian in a powerful interview. ""But holy moly, this is just crazy. The place has lost its mind.”"
POLITICS,The precise details of President Joe Biden’s plan were being kept to an unusually small circle within the Biden administration.
POLITICS,"Democrats were on the cusp of transforming paid leave, child care and home care. Now they're figuring out where they came up short — and when they might get the opportunity to try again."
POLITICS,Classes are scheduled to resume in just two days.
POLITICS,Jennifer Granholm said the U.S. will produce a record amount of oil next year.
POLITICS,Voting rights groups are dismayed about a ruling that upholds a ban on giving drinks and snacks to people waiting to vote.
POLITICS,The former vice president made the disclosure after FBI agents seized classified and top secret documents from Donald Trump's Florida home.
POLITICS,"The Senate GOP leader cited ""candidate quality"" as a factor in whether Republicans can win control in the November election."
POLITICS,"""The matter is one of utmost public interest, involving the actions of current and former government officials,” wrote an attorney some of the media companies."
POLITICS,"Rochelle Walensky announced a ""reset"" for the organization amid public criticisms over its response to the coronavirus and monkeypox."
POLITICS,The nation's leading reproductive health care provider is pouring money into contests where access to abortion will be on the ballot.
POLITICS,"For many Americans living in states with strict voter suppression laws, Election Day is their only chance to cast a ballot."
POLITICS,Graham had argued that a provision of the Constitution provides absolute protection against a senator being questioned about legislative acts.
POLITICS,"Democratic Sen. Kyrsten Sinema of Arizona has received nearly $1 million in campaign contributions over the past year from private equity professionals, hedge fund managers and venture capitalists whose interests she has staunchly defended in Congress."
POLITICS,Numerous transportation projects across the U.S. will be getting a slice of $2.2 billion of new federal funding.
POLITICS,"The bill was also touted as lowering the deficit, but by how much is uncertain."
POLITICS,Two veteran New York Democrats previously dodged a question on whether the president should run for reelection.
POLITICS,And why Donald Trump can.
POLITICS,The special grand jury in Atlanta is investigating whether former President Donald Trump and others illegally tried to interfere in the 2020 general election in the state.
POLITICS,"“Those are the heroes,” John Kelly reportedly responded to Trump in the new book “The Divider” by journalists Peter Baker and Susan B. Glasser."
POLITICS,Graham directly insulted Hassan and presiding officer Chris Murphy (D-Conn.) stepped in.
POLITICS,The only hope for restoring the child benefit appears to be bipartisan negotiations with Sen. Mitt Romney (R-Utah).
POLITICS,The latest example of how Senate rules help the powerful.
POLITICS,"President Joe Biden’s response comes two days after a fourth Muslim man was found dead in what New Mexico's governor called a ""targeted"" attack."
POLITICS,"Some Medicare recipients spend more than $10,000 a year on lifesaving medication. That could change."
POLITICS,"With the ex-president reportedly under criminal investigation, many Senate Republicans are taking a wait-and-hope-it-doesn’t-happen stance."
POLITICS,"“Instead of dancing, you stand around and watch this guy cry,” said one journalist describing the bizarre scene."
POLITICS,The husband of House Speaker Nancy Pelosi was charged with driving under the influence after a May car crash in California.
POLITICS,"The PACT Act, which will help veterans suffering from illnesses caused by toxic burn pits, now heads to the president’s desk."
POLITICS,The state House speaker testified before the Jan. 6 committee investigating Trump's efforts to cling to power.
POLITICS,Patel is taking on Reps. Carolyn Maloney and Jerry Nadler for the Democratic nomination in a Manhattan congressional district.
POLITICS,"The Supreme Court decision on abortion has scrambled the political dynamics heading into the November elections, when control of Congress is at stake."
POLITICS,"Olivia Troye, who quit the administration in 2020, appeared to call out the same Trump official now embroiled in the Secret Service text-deletion scandal."
POLITICS,"The phones of Homeland Security leaders Chad Wolf and Ken Cuccinelli reportedly were wiped, much like those of Trump's Secret Service agents."
POLITICS,"Ivana Hrynkiw was ultimately allowed to witness the killing of Joe Nathan James Jr., who was executed against the wishes of his victim’s family members."
POLITICS,"The deal Democrats struck late Thursday includes a historic $369 billion in clean energy and climate investments, but also requires new oil and gas leasing."
POLITICS,"Footage shows a Harris County Sheriff’s Office deputy chasing the man, pinning him down and hitting him with a stun gun before shooting him in the back."
POLITICS,Republican lawmakers are celebrating the end of nationwide abortion rights while blocking federal protections for birth control.
POLITICS,"Five voters from Greene’s district sought to have her removed from the ballot, saying that she played a significant role in the Jan. 6 attack on the U.S. Capitol."
POLITICS,He's back with more  incendiary rhetoric against the nation just days after his contempt of Congress conviction.
POLITICS,"After a brief conversation, the doctor hangs up the phone and tells the parents, “Yeah, that’s gonna be a no. Best of luck to you.”"
POLITICS,"President Joe Biden's physician, Dr. Kevin O'Connor, says Biden continues to “improve significantly” despite a lingering sore throat."
POLITICS,Hawley's been widely ridiculed since video showed him fleeing Capitol rioters not long after saluting them.
POLITICS,"To curry favor with Arizona’s far right, the former TV anchor is leveraging her unique background and using the media as a punching bag. It just might work."
POLITICS,"The House passed the Right to Contraception Act, which would codify the right to birth control amid fears that conservatives are coming for that next."
POLITICS,"Despite his many scandals and gaffes, polls show the former football star trailing only slightly behind Democratic Sen. Raphael Warnock."
POLITICS,The Georgia law bans most abortions once a “detectable human heartbeat” is present.
POLITICS,The executive push includes $2.3 billion in climate resilience funding and a first step toward opening the Gulf of Mexico to offshore wind development.
POLITICS,The House committee investigating the violent insurrection subpoenaed the texts last Friday.
POLITICS,Bannon is charged in Washington’s federal court with defying a subpoena from the Jan. 6 committee that sought his records and testimony.
POLITICS,Police said a man with a rifle opened fire in a food court and an armed civilian shot him. 2 others were injured.
POLITICS,"Initially a bipartisan priority, helping Ukraine stop Russia is becoming a harder sell for Republicans."
POLITICS,"Ryan Dark White, a U.S. Senate candidate in Maryland running as Jon McGreevey, concocted the story for ""his own political agenda,"" the sheriff said."
POLITICS,"""I think the window for getting control of this and containing it probably has closed,"" Scott Gottlieb told ""Face the Nation."""
POLITICS,Dr. Caitlin Bernard is also currently listed on the website of a militant anti-abortion group with ties to Supreme Court Justice Amy Coney Barrett.
POLITICS,"Rep. Lee Zeldin (R-N.Y.), who is running for governor in the fall, is accused of submitting photocopied signatures to get a line on the ballot."
POLITICS,"The Republican said the 2015 Obergefell v. Hodges ruling, which legalized same-sex marriage across the country, ""was clearly wrong"" and ""overreaching.”"
POLITICS,The erasure of the messages is sure to raise new questions for the House panel investigating the Jan. 6 attack.
POLITICS,"More than 4 in 10 U.S. births are paid for by Medicaid, the state-federal health insurance program for the poor — and fewer abortions will mean more births."
POLITICS,The Democratic Pennsylvania Senate nominee found a clever way to mock his GOP rival's New Jersey roots.
POLITICS,"Greene featured the harasser on her podcast and called his lewd shouts ""quite the compliment."""
POLITICS,"The White House called it ""unthinkable"" that Texas' attorney general ""would sue to block women from receiving life-saving care in emergency rooms."""
POLITICS,CNN first reported the former president called the person shortly after Cassidy Hutchinson's bombshell testimony last month.
POLITICS,"Since the fall of Roe, some pharmacies have refused to fill certain prescriptions that are the same as or similar to the drugs used in medication abortion."
POLITICS,"The former trade adviser also accused Trump's vice president of ""traitorous activity."""
POLITICS,"""Aerial trolling!!!!"" goofs Pennsylvania Lt. Gov. Fetterman, who underscores confusion about where Trump-endorsed Oz actually resides."
POLITICS,The ex-White House strategist had refused to appear for a deposition and was charged with criminal contempt. Trump has reportedly now given him a green light.
POLITICS,"“This means I won the very closely contested (not actually) Wisconsin presidential race,"" the former president insisted on Truth Social."
